"","date","time","round","period","team","score","tries","try_assists","conversions","conversion_attempts","penalty_goals","penalty_goal_attempts","field_goals","field_goal_attempts","sin_bins","send_offs","penalties","scrums","sets","completions","total_runs","total_runs_metres","hitups","hitups_metres","runs","runs_metres","dummy_half_runs","dummy_half_runs_metres","first_receiver_runs","first_receiver_runs_metres","ruck_runs","ruck_runs_metres","kick_return_runs","kick_return_runs_metres","total_runs_in_general_play","total_runs_in_general_play_metres","line_breaks","line_break_assists","tackle_breaks","receives","tackles","one_on_one_tackles","ineffective_tackles","missed_tackles","offloads","errors","kicks","kicks_metres","forty_twenty_kicks","line_dropouts","play_the_balls_total","play_the_balls_slow","play_the_balls_neutral","play_the_balls_fast","possession_percent","used_plays","unused_plays","possession_efficiency_percent"
"611","2015-05-24","4:00PM","11","match","Canterbury-Bankstown","41","7","4","5","7","1","1","1","1","","","2","6","31","28","155","1387","71","588","34","299","14","114","9","59","11","101","8","84","139","1161","6","3","22","372","322","16","32","24","8","4","21 (696m) | 0 | 1","21 (696m) | 0 | 1","21 (696m) | 0 | 1","21 (696m) | 0 | 1","134 | 28 | 88 | 18","134 | 28 | 88 | 18","134 | 28 | 88 | 18","134 | 28 | 88 | 18","49% | 162 | 6 | 96%","49% | 162 | 6 | 96%","49% | 162 | 6 | 96%","49% | 162 | 6 | 96%"
"612","2015-05-24","4:00PM","11","1st_half","Canterbury-Bankstown","26","4","2","4","4","1","1","0","0","","","2","6","15","13","81","736","31","266","20","145","5","51","9","59","8","80","4","45","73","601","4","1","17","196","149","8","27","12","4","2","11 (306m) | 0 | 0","11 (306m) | 0 | 0","11 (306m) | 0 | 0","11 (306m) | 0 | 0","68 | 12 | 45 | 11","68 | 12 | 45 | 11","68 | 12 | 45 | 11","68 | 12 | 45 | 11","52% | 81 | 2 | 98%","52% | 81 | 2 | 98%","52% | 81 | 2 | 98%","52% | 81 | 2 | 98%"
"613","2015-05-24","4:00PM","11","2nd_half","Canterbury-Bankstown","15","3","2","1","3","0","0","1","1","","","0","6","16","15","74","651","40","322","14","154","9","63","0","0","3","21","4","39","66","560","2","2","5","176","173","8","5","12","4","2","10 (390m) | 0 | 1","10 (390m) | 0 | 1","10 (390m) | 0 | 1","10 (390m) | 0 | 1","66 | 16 | 43 | 7","66 | 16 | 43 | 7","66 | 16 | 43 | 7","66 | 16 | 43 | 7","47% | 81 | 4 | 95%","47% | 81 | 4 | 95%","47% | 81 | 4 | 95%","47% | 81 | 4 | 95%"
"614","2015-05-25","7:00PM","11","match","Newcastle","18","3","0","3","3","0","0","0","0","","","5","5","34","26","152","1442","73","656","33","356","14","133","11","90","1","6","14","116","132","1241","6","0","25","356","344","20","21","21","7","10","17 (532m) | 0 | 1","17 (532m) | 0 | 1","17 (532m) | 0 | 1","17 (532m) | 0 | 1","131 | 25 | 63 | 43","131 | 25 | 63 | 43","131 | 25 | 63 | 43","131 | 25 | 63 | 43","46% | 159 | 23 | 87%","46% | 159 | 23 | 87%","46% | 159 | 23 | 87%","46% | 159 | 23 | 87%"
"615","2015-05-25","7:00PM","11","1st_half","Newcastle","18","3","0","3","3","0","0","0","0","","","3","2","19","16","85","829","41","395","12","97","8","100","10","84","1","6","7","62","72","682","4","0","16","185","137","2","8","8","5","3","9 (278m) | 0 | 1","9 (278m) | 0 | 1","9 (278m) | 0 | 1","9 (278m) | 0 | 1","72 | 16 | 28 | 28","72 | 16 | 28 | 28","72 | 16 | 28 | 28","72 | 16 | 28 | 28","56% | 88 | 11 | 89%","56% | 88 | 11 | 89%","56% | 88 | 11 | 89%","56% | 88 | 11 | 89%"
"616","2015-05-25","7:00PM","11","2nd_half","Newcastle","0","0","0","0","0","0","0","0","0","","","2","3","15","10","67","613","32","261","21","259","6","33","1","6","0","0","7","54","60","559","2","0","9","171","207","18","13","13","2","7","8 (254m) | 0 | 0","8 (254m) | 0 | 0","8 (254m) | 0 | 0","8 (254m) | 0 | 0","59 | 9 | 35 | 15","59 | 9 | 35 | 15","59 | 9 | 35 | 15","59 | 9 | 35 | 15","38% | 71 | 12 | 86%","38% | 71 | 12 | 86%","38% | 71 | 12 | 86%","38% | 71 | 12 | 86%"
"617","2015-05-25","7:00PM","11","match","Brisbane","31","5","3","4","5","1","1","1","1","","","4","7","35","30","174","1540","77","594","46","454","9","95","17","141","5","39","12","102","154","1323","8","3","21","424","312","13","13","25","15","5","20 (531m) | 0 | 2","20 (531m) | 0 | 2","20 (531m) | 0 | 2","20 (531m) | 0 | 2","151 | 35 | 89 | 27","151 | 35 | 89 | 27","151 | 35 | 89 | 27","151 | 35 | 89 | 27","54% | 173 | 18 | 91%","54% | 173 | 18 | 91%","54% | 173 | 18 | 91%","54% | 173 | 18 | 91%"
"618","2015-05-25","7:00PM","11","1st_half","Brisbane","10","2","1","1","2","0","0","0","0","","","1","7","15","12","64","525","21","152","18","183","4","40","9","67","4","30","6","23","56","472","2","1","8","160","177","2","10","16","7","2","10 (252m) | 0 | 2","10 (252m) | 0 | 2","10 (252m) | 0 | 2","10 (252m) | 0 | 2","56 | 14 | 27 | 15","56 | 14 | 27 | 15","56 | 14 | 27 | 15","56 | 14 | 27 | 15","44% | 67 | 12 | 85%","44% | 67 | 12 | 85%","44% | 67 | 12 | 85%","44% | 67 | 12 | 85%"
"619","2015-05-25","7:00PM","11","2nd_half","Brisbane","21","3","2","3","3","1","1","1","1","","","3","7","20","18","110","1015","56","442","28","271","5","55","8","74","1","9","6","79","98","851","6","2","13","264","135","11","3","9","8","3","10 (279m) | 0 | 0","10 (279m) | 0 | 0","10 (279m) | 0 | 0","10 (279m) | 0 | 0","95 | 21 | 62 | 12","95 | 21 | 62 | 12","95 | 21 | 62 | 12","95 | 21 | 62 | 12","62% | 106 | 6 | 95%","62% | 106 | 6 | 95%","62% | 106 | 6 | 95%","62% | 106 | 6 | 95%"
"620","2015-05-15","7:35PM","10","match","Canterbury-Bankstown","10","2","2","1","2","0","0","0","0","","","4","7","34","22","143","1306","74","636","33","307","11","101","9","95","1","11","10","76","128","1150","3","2","16","374","357","11","22","25","10","13","19 (440m) | 0 | 2","19 (440m) | 0 | 2","19 (440m) | 0 | 2","19 (440m) | 0 | 2","126 | 26 | 74 | 26","126 | 26 | 74 | 26","126 | 26 | 74 | 26","126 | 26 | 74 | 26","46% | 152 | 33 | 82%","46% | 152 | 33 | 82%","46% | 152 | 33 | 82%","46% | 152 | 33 | 82%"
"621","2015-05-15","7:35PM","10","1st_half","Canterbury-Bankstown","4","1","1","0","1","0","0","0","0","","","4","2","17","13","68","581","45","338","11","97","3","26","2","23","0","0","5","60","61","484","2","1","4","176","192","6","9","16","4","5","9 (234m) | 0 | 2","9 (234m) | 0 | 2","9 (234m) | 0 | 2","9 (234m) | 0 | 2","63 | 9 | 46 | 8","63 | 9 | 46 | 8","63 | 9 | 46 | 8","63 | 9 | 46 | 8","45% | 77 | 11 | 88%","45% | 77 | 11 | 88%","45% | 77 | 11 | 88%","45% | 77 | 11 | 88%"
"622","2015-05-15","7:35PM","10","2nd_half","Canterbury-Bankstown","6","1","1","1","1","0","0","0","0","","","0","5","17","9","75","725","29","298","22","210","8","75","7","72","1","11","5","16","67","666","1","1","12","198","165","5","13","9","6","8","10 (206m) | 0 | 0","10 (206m) | 0 | 0","10 (206m) | 0 | 0","10 (206m) | 0 | 0","63 | 17 | 28 | 18","63 | 17 | 28 | 18","63 | 17 | 28 | 18","63 | 17 | 28 | 18","47% | 75 | 22 | 77%","47% | 75 | 22 | 77%","47% | 75 | 22 | 77%","47% | 75 | 22 | 77%"
"623","2015-05-15","7:35PM","10","match","Sydney Roosters","24","4","3","3","4","1","1","0","0","","","6","6","39","27","178","1592","75","660","52","437","10","56","18","132","2","17","14","187","157","1302","5","3","25","430","301","11","18","16","16","12","22 (489m) | 0 | 2","22 (489m) | 0 | 2","22 (489m) | 0 | 2","22 (489m) | 0 | 2","148 | 31 | 90 | 27","148 | 31 | 90 | 27","148 | 31 | 90 | 27","148 | 31 | 90 | 27","54% | 174 | 28 | 86%","54% | 174 | 28 | 86%","54% | 174 | 28 | 86%","54% | 174 | 28 | 86%"
"624","2015-05-15","7:35PM","10","1st_half","Sydney Roosters","10","2","1","1","2","0","0","0","0","","","5","6","22","17","92","830","43","364","29","235","5","29","3","22","1","4","7","113","81","654","3","1","16","226","162","7","8","4","6","5","9 (229m) | 0 | 1","9 (229m) | 0 | 1","9 (229m) | 0 | 1","9 (229m) | 0 | 1","78 | 11 | 53 | 14","78 | 11 | 53 | 14","78 | 11 | 53 | 14","78 | 11 | 53 | 14","55% | 96 | 12 | 89%","55% | 96 | 12 | 89%","55% | 96 | 12 | 89%","55% | 96 | 12 | 89%"
"625","2015-05-15","7:35PM","10","2nd_half","Sydney Roosters","14","2","2","2","2","1","1","0","0","","","1","6","17","10","86","762","32","296","23","202","5","27","15","110","1","13","7","74","76","648","2","2","9","204","139","4","10","12","10","7","13 (260m) | 0 | 1","13 (260m) | 0 | 1","13 (260m) | 0 | 1","13 (260m) | 0 | 1","70 | 20 | 37 | 13","70 | 20 | 37 | 13","70 | 20 | 37 | 13","70 | 20 | 37 | 13","53% | 78 | 16 | 83%","53% | 78 | 16 | 83%","53% | 78 | 16 | 83%","53% | 78 | 16 | 83%"
"626","2015-05-15","7:35PM","10","match","North Queensland","31","5","2","4","5","1","1","1","1","","","4","5","36","35","192","1499","95","763","33","205","14","96","14","100","10","76","15","126","166","1240","5","1","36","456","279","18","20","19","9","4","26 (659m) | 0 | 0","26 (659m) | 0 | 0","26 (659m) | 0 | 0","26 (659m) | 0 | 0","164 | 7 | 121 | 36","164 | 7 | 121 | 36","164 | 7 | 121 | 36","164 | 7 | 121 | 36","58% | 195 | 0 | 100%","58% | 195 | 0 | 100%","58% | 195 | 0 | 100%","58% | 195 | 0 | 100%"
"627","2015-05-15","7:35PM","10","1st_half","North Queensland","14","2","1","2","2","1","1","0","0","","","2","3","18","17","93","756","52","436","13","96","6","40","6","50","4","26","8","62","81","648","2","1","15","222","157","9","13","14","3","3","15 (414m) | 0 | 0","15 (414m) | 0 | 0","15 (414m) | 0 | 0","15 (414m) | 0 | 0","83 | 2 | 58 | 23","83 | 2 | 58 | 23","83 | 2 | 58 | 23","83 | 2 | 58 | 23","55% | 100 | 0 | 100%","55% | 100 | 0 | 100%","55% | 100 | 0 | 100%","55% | 100 | 0 | 100%"
"628","2015-05-15","7:35PM","10","2nd_half","North Queensland","17","3","1","2","3","0","0","1","1","","","2","2","18","18","99","743","43","327","20","109","8","56","8","50","6","50","7","64","85","592","3","0","21","234","122","9","7","5","6","1","11 (245m) | 0 | 0","11 (245m) | 0 | 0","11 (245m) | 0 | 0","11 (245m) | 0 | 0","81 | 5 | 63 | 13","81 | 5 | 63 | 13","81 | 5 | 63 | 13","81 | 5 | 63 | 13","63% | 95 | 0 | 100%","63% | 95 | 0 | 100%","63% | 95 | 0 | 100%","63% | 95 | 0 | 100%"
"629","2015-05-15","7:35PM","10","match","Brisbane","20","3","3","3","3","1","1","0","0","","","3","1","30","25","141","1074","50","380","38","270","17","124","3","16","16","111","13","127","124","901","6","5","19","320","362","32","13","36","13","7","19 (562m) | 0 | 4","19 (562m) | 0 | 4","19 (562m) | 0 | 4","19 (562m) | 0 | 4","117 | 11 | 86 | 20","117 | 11 | 86 | 20","117 | 11 | 86 | 20","117 | 11 | 86 | 20","42% | 143 | 18 | 89%","42% | 143 | 18 | 89%","42% | 143 | 18 | 89%","42% | 143 | 18 | 89%"
"630","2015-05-15","7:35PM","10","1st_half","Brisbane","12","2","2","2","2","0","0","0","0","","","1","1","18","15","84","636","29","215","28","210","8","63","1","4","8","48","9","84","74","540","5","5","14","196","185","15","4","15","8","3","11 (332m) | 0 | 1","11 (332m) | 0 | 1","11 (332m) | 0 | 1","11 (332m) | 0 | 1","69 | 7 | 45 | 17","69 | 7 | 45 | 17","69 | 7 | 45 | 17","69 | 7 | 45 | 17","45% | 83 | 14 | 86%","45% | 83 | 14 | 86%","45% | 83 | 14 | 86%","45% | 83 | 14 | 86%"
"631","2015-05-15","7:35PM","10","2nd_half","Brisbane","8","1","1","1","1","1","1","0","0","","","2","1","12","10","57","438","21","165","10","60","9","61","2","12","8","63","4","43","50","361","1","0","5","124","177","17","9","21","5","4","8 (230m) | 0 | 3","8 (230m) | 0 | 3","8 (230m) | 0 | 3","8 (230m) | 0 | 3","48 | 4 | 41 | 3","48 | 4 | 41 | 3","48 | 4 | 41 | 3","48 | 4 | 41 | 3","37% | 60 | 4 | 94%","37% | 60 | 4 | 94%","37% | 60 | 4 | 94%","37% | 60 | 4 | 94%"
"632","2015-05-16","3:00PM","10","match","Parramatta","13","3","3","0","3","0","0","1","2","","","5","5","40","24","172","1581","67","607","44","382","15","129","20","194","8","78","12","108","154","1390","3","3","20","438","399","16","19","36","15","16","18 (566m) | 0 | 3","18 (566m) | 0 | 3","18 (566m) | 0 | 3","18 (566m) | 0 | 3","145 | 24 | 101 | 20","145 | 24 | 101 | 20","145 | 24 | 101 | 20","145 | 24 | 101 | 20","48% | 164 | 44 | 79%","48% | 164 | 44 | 79%","48% | 164 | 44 | 79%","48% | 164 | 44 | 79%"
"633","2015-05-16","3:00PM","10","1st_half","Parramatta","0","0","0","0","0","0","0","0","0","","","2","2","18","9","71","613","30","255","18","144","5","44","7","68","5","51","5","39","65","562","0","0","7","179","216","5","15","20","7","8","9 (331m) | 0 | 2","9 (331m) | 0 | 2","9 (331m) | 0 | 2","9 (331m) | 0 | 2","61 | 9 | 44 | 8","61 | 9 | 44 | 8","61 | 9 | 44 | 8","61 | 9 | 44 | 8","42% | 71 | 27 | 72%","42% | 71 | 27 | 72%","42% | 71 | 27 | 72%","42% | 71 | 27 | 72%"
"634","2015-05-16","3:00PM","10","2nd_half","Parramatta","13","3","3","0","3","0","0","1","2","","","3","3","20","14","90","843","33","310","25","221","9","68","11","111","2","17","6","57","80","727","3","3","13","235","154","7","4","9","6","7","8 (206m) | 0 | 0","8 (206m) | 0 | 0","8 (206m) | 0 | 0","8 (206m) | 0 | 0","75 | 14 | 51 | 10","75 | 14 | 51 | 10","75 | 14 | 51 | 10","75 | 14 | 51 | 10","55% | 82 | 16 | 84%","55% | 82 | 16 | 84%","55% | 82 | 16 | 84%","55% | 82 | 16 | 84%"
"635","2015-05-16","3:00PM","10","Extra_time","Parramatta","0","0","0","0","0","0","0","0","0","","","0","0","2","1","11","125","4","42","1","17","1","17","2","15","1","10","1","12","9","101","0","0","0","24","29","4","0","7","2","1","1 (29m) | 0 | 1","1 (29m) | 0 | 1","1 (29m) | 0 | 1","1 (29m) | 0 | 1","9 | 1 | 6 | 2","9 | 1 | 6 | 2","9 | 1 | 6 | 2","9 | 1 | 6 | 2","38% | 11 | 1 | 92%","38% | 11 | 1 | 92%","38% | 11 | 1 | 92%","38% | 11 | 1 | 92%"
"636","2015-05-16","3:00PM","10","match","Warriors","17","3","2","2","2","0","0","1","2","","","4","8","38","31","178","1472","73","564","37","352","11","116","28","174","12","103","9","72","161","1309","2","1","36","444","369","11","22","20","11","10","23 (698m) | 0 | 0","23 (698m) | 0 | 0","23 (698m) | 0 | 0","23 (698m) | 0 | 0","160 | 23 | 105 | 32","160 | 23 | 105 | 32","160 | 23 | 105 | 32","160 | 23 | 105 | 32","52% | 185 | 27 | 87%","52% | 185 | 27 | 87%","52% | 185 | 27 | 87%","52% | 185 | 27 | 87%"
"637","2015-05-16","3:00PM","10","1st_half","Warriors","12","2","2","2","2","0","0","0","0","","","3","8","21","17","97","802","33","233","26","272","6","63","15","80","8","78","4","22","88","726","1","1","20","238","158","3","10","7","8","5","12 (338m) | 0 | 0","12 (338m) | 0 | 0","12 (338m) | 0 | 0","12 (338m) | 0 | 0","83 | 14 | 56 | 13","83 | 14 | 56 | 13","83 | 14 | 56 | 13","83 | 14 | 56 | 13","58% | 97 | 15 | 87%","58% | 97 | 15 | 87%","58% | 97 | 15 | 87%","58% | 97 | 15 | 87%"
"638","2015-05-16","3:00PM","10","2nd_half","Warriors","1","0","0","0","0","0","0","1","1","","","1","8","14","11","66","530","31","237","9","74","5","53","11","72","4","25","4","46","60","461","0","0","9","167","190","7","9","13","3","5","10 (311m) | 0 | 0","10 (311m) | 0 | 0","10 (311m) | 0 | 0","10 (311m) | 0 | 0","62 | 9 | 39 | 14","62 | 9 | 39 | 14","62 | 9 | 39 | 14","62 | 9 | 39 | 14","45% | 71 | 12 | 86%","45% | 71 | 12 | 86%","45% | 71 | 12 | 86%","45% | 71 | 12 | 86%"
"639","2015-05-16","5:30PM","10","match","Gold Coast","22","3","2","2","3","3","3","0","0","","","7","4","35","30","146","1360","82","645","33","390","9","80","4","37","0","0","7","74","128","1152","5","4","20","360","291","18","21","28","6","9","18 (533m) | 0 | 1","18 (533m) | 0 | 1","18 (533m) | 0 | 1","18 (533m) | 0 | 1","128 | 22 | 89 | 17","128 | 22 | 89 | 17","128 | 22 | 89 | 17","128 | 22 | 89 | 17","52% | 157 | 15 | 91%","52% | 157 | 15 | 91%","52% | 157 | 15 | 91%","52% | 157 | 15 | 91%"
"640","2015-05-16","5:30PM","10","1st_half","Gold Coast","14","2","1","2","2","1","1","0","0","","","4","2","19","16","77","751","42","327","18","247","7","69","2","21","0","0","4","40","69","664","3","2","14","188","136","11","10","16","3","4","10 (317m) | 0 | 1","10 (317m) | 0 | 1","10 (317m) | 0 | 1","10 (317m) | 0 | 1","68 | 14 | 48 | 6","68 | 14 | 48 | 6","68 | 14 | 48 | 6","68 | 14 | 48 | 6","56% | 85 | 6 | 93%","56% | 85 | 6 | 93%","56% | 85 | 6 | 93%","56% | 85 | 6 | 93%"
"641","2015-05-16","5:30PM","10","2nd_half","Gold Coast","8","1","1","0","1","2","2","0","0","","","3","2","15","13","64","577","36","295","15","143","2","11","2","16","0","0","3","34","55","465","2","2","6","160","144","7","11","12","3","5","7 (176m) | 0 | 0","7 (176m) | 0 | 0","7 (176m) | 0 | 0","7 (176m) | 0 | 0","55 | 8 | 38 | 9","55 | 8 | 38 | 9","55 | 8 | 38 | 9","55 | 8 | 38 | 9","48% | 66 | 9 | 88%","48% | 66 | 9 | 88%","48% | 66 | 9 | 88%","48% | 66 | 9 | 88%"
"642","2015-05-16","5:30PM","10","Extra_time","Gold Coast","0","0","0","0","0","0","0","0","0","","","0","0","1","1","5","32","4","23","0","0","0","0","0","0","0","0","0","0","4","23","0","0","0","12","11","0","0","0","0","0","1 (40m) | 0 | 0","1 (40m) | 0 | 0","1 (40m) | 0 | 0","1 (40m) | 0 | 0","5 | 0 | 3 | 2","5 | 0 | 3 | 2","5 | 0 | 3 | 2","5 | 0 | 3 | 2","50% | 6 | 0 | 100%","50% | 6 | 0 | 100%","50% | 6 | 0 | 100%","50% | 6 | 0 | 100%"
"643","2015-05-16","5:30PM","10","match","Cronulla","23","4","2","3","4","0","0","1","1","","","6","7","37","27","138","1182","69","546","39","323","10","89","8","54","0","0","8","106","126","1012","3","1","28","348","299","23","14","20","15","10","16 (390m) | 0 | 4","16 (390m) | 0 | 4","16 (390m) | 0 | 4","16 (390m) | 0 | 4","118 | 21 | 88 | 9","118 | 21 | 88 | 9","118 | 21 | 88 | 9","118 | 21 | 88 | 9","48% | 146 | 35 | 81%","48% | 146 | 35 | 81%","48% | 146 | 35 | 81%","48% | 146 | 35 | 81%"
"644","2015-05-16","5:30PM","10","1st_half","Cronulla","4","1","0","0","1","0","0","0","0","","","3","7","18","11","64","562","30","253","20","167","5","43","4","24","0","0","4","62","59","487","1","0","16","162","155","15","6","14","7","6","8 (204m) | 0 | 1","8 (204m) | 0 | 1","8 (204m) | 0 | 1","8 (204m) | 0 | 1","54 | 10 | 37 | 7","54 | 10 | 37 | 7","54 | 10 | 37 | 7","54 | 10 | 37 | 7","44% | 65 | 23 | 74%","44% | 65 | 23 | 74%","44% | 65 | 23 | 74%","44% | 65 | 23 | 74%"
"645","2015-05-16","5:30PM","10","2nd_half","Cronulla","18","3","2","3","3","0","0","0","0","","","3","7","18","15","69","581","36","274","19","156","4","39","4","30","0","0","3","31","63","499","2","1","12","175","135","6","8","6","8","4","8 (186m) | 0 | 3","8 (186m) | 0 | 3","8 (186m) | 0 | 3","8 (186m) | 0 | 3","59 | 11 | 47 | 1","59 | 11 | 47 | 1","59 | 11 | 47 | 1","59 | 11 | 47 | 1","52% | 75 | 12 | 86%","52% | 75 | 12 | 86%","52% | 75 | 12 | 86%","52% | 75 | 12 | 86%"
"646","2015-05-16","7:30PM","10","match","Melbourne","16","2","2","2","2","2","2","0","0","","","8","4","36","26","144","1306","63","609","26","218","12","119","19","154","5","39","12","92","125","1139","5","5","22","354","368","7","7","14","2","10","18 (450m) | 0 | 4","18 (450m) | 0 | 4","18 (450m) | 0 | 4","18 (450m) | 0 | 4","127 | 25 | 74 | 28","127 | 25 | 74 | 28","127 | 25 | 74 | 28","127 | 25 | 74 | 28","49% | 151 | 34 | 82%","49% | 151 | 34 | 82%","49% | 151 | 34 | 82%","49% | 151 | 34 | 82%"
"647","2015-05-16","7:30PM","10","1st_half","Melbourne","16","2","2","2","2","2","2","0","0","","","5","1","17","11","57","567","26","261","11","119","3","32","6","56","3","24","4","32","49","492","4","4","17","140","168","3","3","3","0","5","3 (46m) | 0 | 4","3 (46m) | 0 | 4","3 (46m) | 0 | 4","3 (46m) | 0 | 4","47 | 8 | 28 | 11","47 | 8 | 28 | 11","47 | 8 | 28 | 11","47 | 8 | 28 | 11","45% | 55 | 24 | 70%","45% | 55 | 24 | 70%","45% | 55 | 24 | 70%","45% | 55 | 24 | 70%"
"648","2015-05-16","7:30PM","10","2nd_half","Melbourne","0","0","0","0","0","0","0","0","0","","","3","3","19","15","87","739","37","348","15","99","9","87","13","98","2","15","8","60","76","647","1","1","5","214","200","4","4","11","2","5","15 (404m) | 0 | 0","15 (404m) | 0 | 0","15 (404m) | 0 | 0","15 (404m) | 0 | 0","80 | 17 | 46 | 17","80 | 17 | 46 | 17","80 | 17 | 46 | 17","80 | 17 | 46 | 17","51% | 96 | 10 | 91%","51% | 96 | 10 | 91%","51% | 96 | 10 | 91%","51% | 96 | 10 | 91%"
"649","2015-05-16","7:30PM","10","match","South Sydney","12","2","2","1","2","1","1","0","0","","","4","6","33","26","148","1237","62","508","25","207","13","103","26","223","3","29","12","81","129","1070","1","1","14","387","335","6","2","22","6","9","22 (532m) | 0 | 2","22 (532m) | 0 | 2","22 (532m) | 0 | 2","22 (532m) | 0 | 2","133 | 31 | 66 | 36","133 | 31 | 66 | 36","133 | 31 | 66 | 36","133 | 31 | 66 | 36","51% | 159 | 22 | 88%","51% | 159 | 22 | 88%","51% | 159 | 22 | 88%","51% | 159 | 22 | 88%"
"650","2015-05-16","7:30PM","10","1st_half","South Sydney","2","0","0","0","0","1","1","0","0","","","4","6","16","12","65","544","31","244","11","83","4","22","10","100","1","11","3","15","57","460","0","0","3","172","136","2","0","17","3","5","9 (179m) | 0 | 0","9 (179m) | 0 | 0","9 (179m) | 0 | 0","9 (179m) | 0 | 0","57 | 16 | 23 | 18","57 | 16 | 23 | 18","57 | 16 | 23 | 18","57 | 16 | 23 | 18","55% | 71 | 12 | 86%","55% | 71 | 12 | 86%","55% | 71 | 12 | 86%","55% | 71 | 12 | 86%"
"651","2015-05-16","7:30PM","10","2nd_half","South Sydney","10","2","2","1","2","0","0","0","0","","","0","6","17","14","83","693","31","264","14","124","9","81","16","123","2","18","9","66","72","610","1","1","11","215","199","4","2","5","3","4","13 (353m) | 0 | 2","13 (353m) | 0 | 2","13 (353m) | 0 | 2","13 (353m) | 0 | 2","76 | 15 | 43 | 18","76 | 15 | 43 | 18","76 | 15 | 43 | 18","76 | 15 | 43 | 18","49% | 88 | 10 | 90%","49% | 88 | 10 | 90%","49% | 88 | 10 | 90%","49% | 88 | 10 | 90%"
"652","2015-05-17","2:00PM","10","match","St George Illawarra","32","5","7","5","5","1","2","0","0","","","6","3","35","30","155","1384","76","673","46","398","10","83","5","41","2","15","8","84","139","1210","3","2","40","405","331","12","21","26","12","9","20 (655m) | 1 | 0","20 (655m) | 1 | 0","20 (655m) | 1 | 0","20 (655m) | 1 | 0","131 | 26 | 93 | 12","131 | 26 | 93 | 12","131 | 26 | 93 | 12","131 | 26 | 93 | 12","53% | 160 | 21 | 88%","53% | 160 | 21 | 88%","53% | 160 | 21 | 88%","53% | 160 | 21 | 88%"
"653","2015-05-17","2:00PM","10","1st_half","St George Illawarra","20","3","4","3","3","1","2","0","0","","","6","0","18","16","72","659","31","263","25","245","5","45","2","20","1","9","2","7","64","582","2","1","16","180","144","7","11","11","7","4","9 (349m) | 1 | 0","9 (349m) | 1 | 0","9 (349m) | 1 | 0","9 (349m) | 1 | 0","59 | 19 | 39 | 1","59 | 19 | 39 | 1","59 | 19 | 39 | 1","59 | 19 | 39 | 1","55% | 75 | 9 | 89%","55% | 75 | 9 | 89%","55% | 75 | 9 | 89%","55% | 75 | 9 | 89%"
"654","2015-05-17","2:00PM","10","2nd_half","St George Illawarra","12","2","3","2","2","0","0","0","0","","","0","3","17","14","83","725","45","410","21","153","5","38","3","21","1","6","6","77","75","628","1","1","24","225","187","5","10","15","5","5","11 (306m) | 0 | 0","11 (306m) | 0 | 0","11 (306m) | 0 | 0","11 (306m) | 0 | 0","72 | 7 | 54 | 11","72 | 7 | 54 | 11","72 | 7 | 54 | 11","72 | 7 | 54 | 11","51% | 85 | 12 | 88%","51% | 85 | 12 | 88%","51% | 85 | 12 | 88%","51% | 85 | 12 | 88%"
"655","2015-05-17","2:00PM","10","match","Canberra","18","3","2","3","3","0","0","0","0","","","5","7","34","27","144","1229","74","609","30","270","15","118","8","64","5","35","9","107","132","1096","4","2","26","337","339","17","21","40","12","9","16 (355m) | 0 | 0","16 (355m) | 0 | 0","16 (355m) | 0 | 0","16 (355m) | 0 | 0","118 | 16 | 88 | 14","118 | 16 | 88 | 14","118 | 16 | 88 | 14","118 | 16 | 88 | 14","47% | 144 | 24 | 86%","47% | 144 | 24 | 86%","47% | 144 | 24 | 86%","47% | 144 | 24 | 86%"
"656","2015-05-17","2:00PM","10","1st_half","Canberra","12","2","1","2","2","0","0","0","0","","","4","7","16","13","61","555","33","259","13","154","7","58","2","20","0","0","5","58","55","491","3","1","11","142","165","3","10","16","5","3","6 (174m) | 0 | 0","6 (174m) | 0 | 0","6 (174m) | 0 | 0","6 (174m) | 0 | 0","49 | 6 | 38 | 5","49 | 6 | 38 | 5","49 | 6 | 38 | 5","49 | 6 | 38 | 5","45% | 62 | 11 | 85%","45% | 62 | 11 | 85%","45% | 62 | 11 | 85%","45% | 62 | 11 | 85%"
"657","2015-05-17","2:00PM","10","2nd_half","Canberra","6","1","1","1","1","0","0","0","0","","","1","7","18","14","83","674","41","350","17","116","8","60","6","44","5","35","4","49","77","605","1","1","15","195","174","14","11","24","7","6","10 (181m) | 0 | 0","10 (181m) | 0 | 0","10 (181m) | 0 | 0","10 (181m) | 0 | 0","69 | 10 | 50 | 9","69 | 10 | 50 | 9","69 | 10 | 50 | 9","69 | 10 | 50 | 9","49% | 82 | 13 | 86%","49% | 82 | 13 | 86%","49% | 82 | 13 | 86%","49% | 82 | 13 | 86%"
"658","2015-05-17","4:00PM","10","match","Newcastle","22","4","2","3","4","0","0","0","0","","","7","7","45","37","172","1536","68","615","42","323","11","106","21","192","10","90","13","126","152","1326","2","1","37","424","331","18","4","27","10","10","22 (657m) | 0 | 1","22 (657m) | 0 | 1","22 (657m) | 0 | 1","22 (657m) | 0 | 1","149 | 27 | 93 | 29","149 | 27 | 93 | 29","149 | 27 | 93 | 29","149 | 27 | 93 | 29","52% | 182 | 30 | 86%","52% | 182 | 30 | 86%","52% | 182 | 30 | 86%","52% | 182 | 30 | 86%"
