"","date","time","round","period","team","score","tries","try_assists","conversions","conversion_attempts","penalty_goals","penalty_goal_attempts","field_goals","field_goal_attempts","sin_bins","send_offs","penalties","scrums","sets","completions","total_runs","total_runs_metres","hitups","hitups_metres","runs","runs_metres","dummy_half_runs","dummy_half_runs_metres","first_receiver_runs","first_receiver_runs_metres","ruck_runs","ruck_runs_metres","kick_return_runs","kick_return_runs_metres","total_runs_in_general_play","total_runs_in_general_play_metres","line_breaks","line_break_assists","tackle_breaks","receives","tackles","one_on_one_tackles","ineffective_tackles","missed_tackles","offloads","errors","kicks","kicks_metres","forty_twenty_kicks","line_dropouts","play_the_balls_total","play_the_balls_slow","play_the_balls_neutral","play_the_balls_fast","possession_percent","used_plays","unused_plays","possession_efficiency_percent"
"659","2015-05-17","4:00PM","10","1st_half","Newcastle","12","2","1","2","2","0","0","0","0","","","3","3","24","20","93","814","39","339","29","244","8","70","4","36","2","14","7","63","82","703","1","1","12","228","171","11","2","10","5","4","12 (416m) | 0 | 0","12 (416m) | 0 | 0","12 (416m) | 0 | 0","12 (416m) | 0 | 0","84 | 16 | 47 | 21","84 | 16 | 47 | 21","84 | 16 | 47 | 21","84 | 16 | 47 | 21","54% | 102 | 10 | 91%","54% | 102 | 10 | 91%","54% | 102 | 10 | 91%","54% | 102 | 10 | 91%"
"660","2015-05-17","4:00PM","10","2nd_half","Newcastle","10","2","1","1","2","0","0","0","0","","","4","4","21","17","79","722","29","276","13","79","3","36","17","156","8","76","6","63","70","623","1","0","25","196","160","7","2","17","5","6","10 (241m) | 0 | 1","10 (241m) | 0 | 1","10 (241m) | 0 | 1","10 (241m) | 0 | 1","65 | 11 | 46 | 8","65 | 11 | 46 | 8","65 | 11 | 46 | 8","65 | 11 | 46 | 8","50% | 80 | 20 | 80%","50% | 80 | 20 | 80%","50% | 80 | 20 | 80%","50% | 80 | 20 | 80%"
"661","2015-05-17","4:00PM","10","match","Wests Tigers","12","2","2","2","2","0","0","0","0","","","4","10","35","28","146","1270","65","526","26","219","8","72","20","175","13","115","11","120","132","1107","2","0","27","365","348","28","19","37","3","15","23 (697m) | 1 | 2","23 (697m) | 1 | 2","23 (697m) | 1 | 2","23 (697m) | 1 | 2","137 | 20 | 95 | 22","137 | 20 | 95 | 22","137 | 20 | 95 | 22","137 | 20 | 95 | 22","48% | 167 | 23 | 88%","48% | 167 | 23 | 88%","48% | 167 | 23 | 88%","48% | 167 | 23 | 88%"
"662","2015-05-17","4:00PM","10","1st_half","Wests Tigers","6","1","1","1","1","0","0","0","0","","","3","10","19","14","78","656","43","340","14","95","5","51","7","61","2","14","7","95","71","561","1","0","10","187","180","20","12","12","1","9","10 (309m) | 0 | 1","10 (309m) | 0 | 1","10 (309m) | 0 | 1","10 (309m) | 0 | 1","72 | 13 | 49 | 10","72 | 13 | 49 | 10","72 | 13 | 49 | 10","72 | 13 | 49 | 10","46% | 88 | 13 | 87%","46% | 88 | 13 | 87%","46% | 88 | 13 | 87%","46% | 88 | 13 | 87%"
"663","2015-05-17","4:00PM","10","2nd_half","Wests Tigers","6","1","1","1","1","0","0","0","0","","","1","10","16","14","68","614","22","186","12","124","3","21","13","114","11","101","4","25","61","546","1","0","17","178","168","8","7","25","2","6","13 (388m) | 1 | 1","13 (388m) | 1 | 1","13 (388m) | 1 | 1","13 (388m) | 1 | 1","65 | 7 | 46 | 12","65 | 7 | 46 | 12","65 | 7 | 46 | 12","65 | 7 | 46 | 12","50% | 79 | 10 | 89%","50% | 79 | 10 | 89%","50% | 79 | 10 | 89%","50% | 79 | 10 | 89%"
"664","2015-05-18","7:00PM","10","match","Manly","10","2","1","1","2","0","0","0","2","","","6","9","35","30","151","1226","68","514","38","390","12","92","15","113","3","24","13","64","136","1133","4","2","29","370","350","10","29","21","6","7","18 (553m) | 0 | 2","18 (553m) | 0 | 2","18 (553m) | 0 | 2","18 (553m) | 0 | 2","134 | 47 | 69 | 18","134 | 47 | 69 | 18","134 | 47 | 69 | 18","134 | 47 | 69 | 18","46% | 156 | 9 | 95%","46% | 156 | 9 | 95%","46% | 156 | 9 | 95%","46% | 156 | 9 | 95%"
"665","2015-05-18","7:00PM","10","1st_half","Manly","10","2","1","1","2","0","0","0","0","","","4","4","19","16","80","691","38","301","20","222","8","54","4","28","1","6","7","51","71","611","3","1","12","194","179","8","8","4","5","5","8 (268m) | 0 | 0","8 (268m) | 0 | 0","8 (268m) | 0 | 0","8 (268m) | 0 | 0","69 | 23 | 41 | 5","69 | 23 | 41 | 5","69 | 23 | 41 | 5","69 | 23 | 41 | 5","48% | 87 | 5 | 95%","48% | 87 | 5 | 95%","48% | 87 | 5 | 95%","48% | 87 | 5 | 95%"
"666","2015-05-18","7:00PM","10","2nd_half","Manly","0","0","0","0","0","0","0","0","2","","","2","5","16","14","71","535","30","213","18","168","4","38","11","85","2","18","6","13","65","522","1","1","17","176","171","2","21","17","1","2","10 (285m) | 0 | 2","10 (285m) | 0 | 2","10 (285m) | 0 | 2","10 (285m) | 0 | 2","65 | 24 | 28 | 13","65 | 24 | 28 | 13","65 | 24 | 28 | 13","65 | 24 | 28 | 13","44% | 69 | 4 | 95%","44% | 69 | 4 | 95%","44% | 69 | 4 | 95%","44% | 69 | 4 | 95%"
"667","2015-05-18","7:00PM","10","match","Penrith","11","2","2","0","2","1","1","1","1","","","8","3","40","33","181","1484","100","728","30","276","17","139","11","101","3","18","13","130","161","1262","5","5","21","446","344","7","13","29","18","9","22 (608m) | 0 | 0","22 (608m) | 0 | 0","22 (608m) | 0 | 0","22 (608m) | 0 | 0","159 | 28 | 91 | 40","159 | 28 | 91 | 40","159 | 28 | 91 | 40","159 | 28 | 91 | 40","54% | 181 | 25 | 88%","54% | 181 | 25 | 88%","54% | 181 | 25 | 88%","54% | 181 | 25 | 88%"
"668","2015-05-18","7:00PM","10","1st_half","Penrith","4","1","1","0","1","0","0","0","0","","","4","3","20","17","82","603","54","362","10","85","6","46","2","15","1","5","7","69","73","513","1","1","4","208","183","5","9","12","5","3","12 (337m) | 0 | 0","12 (337m) | 0 | 0","12 (337m) | 0 | 0","12 (337m) | 0 | 0","76 | 10 | 53 | 13","76 | 10 | 53 | 13","76 | 10 | 53 | 13","76 | 10 | 53 | 13","52% | 91 | 10 | 90%","52% | 91 | 10 | 90%","52% | 91 | 10 | 90%","52% | 91 | 10 | 90%"
"669","2015-05-18","7:00PM","10","2nd_half","Penrith","7","1","1","0","1","1","1","1","1","","","4","3","20","16","99","881","46","366","20","191","11","93","9","86","2","13","6","61","88","749","4","4","17","238","161","2","4","17","13","6","10 (271m) | 0 | 0","10 (271m) | 0 | 0","10 (271m) | 0 | 0","10 (271m) | 0 | 0","83 | 18 | 38 | 27","83 | 18 | 38 | 27","83 | 18 | 38 | 27","83 | 18 | 38 | 27","56% | 90 | 15 | 86%","56% | 90 | 15 | 86%","56% | 90 | 15 | 86%","56% | 90 | 15 | 86%"
"670","2015-05-08","7:35PM","9","match","Brisbane","8","2","2","0","2","0","0","0","1","","","7","5","39","33","188","1475","72","612","60","430","22","185","9","67","12","80","8","47","175","1374","5","3","48","458","362","22","29","11","11","9","22 (579m) | 0 | 1","22 (579m) | 0 | 1","22 (579m) | 0 | 1","22 (579m) | 0 | 1","165 | 16 | 114 | 35","165 | 16 | 114 | 35","165 | 16 | 114 | 35","165 | 16 | 114 | 35","52% | 194 | 15 | 93%","52% | 194 | 15 | 93%","52% | 194 | 15 | 93%","52% | 194 | 15 | 93%"
"671","2015-05-08","7:35PM","9","1st_half","Brisbane","4","1","1","0","1","0","0","0","0","","","5","3","22","20","103","747","33","269","38","247","10","75","5","50","10","60","5","30","96","701","1","1","21","246","180","14","11","5","7","3","12 (326m) | 0 | 1","12 (326m) | 0 | 1","12 (326m) | 0 | 1","12 (326m) | 0 | 1","87 | 7 | 60 | 20","87 | 7 | 60 | 20","87 | 7 | 60 | 20","87 | 7 | 60 | 20","53% | 108 | 6 | 95%","53% | 108 | 6 | 95%","53% | 108 | 6 | 95%","53% | 108 | 6 | 95%"
"672","2015-05-08","7:35PM","9","2nd_half","Brisbane","4","1","1","0","1","0","0","0","1","","","2","2","17","13","85","728","39","343","22","183","12","110","4","17","2","20","3","17","79","673","4","2","27","212","182","8","18","6","4","6","10 (253m) | 0 | 0","10 (253m) | 0 | 0","10 (253m) | 0 | 0","10 (253m) | 0 | 0","78 | 9 | 54 | 15","78 | 9 | 54 | 15","78 | 9 | 54 | 15","78 | 9 | 54 | 15","51% | 86 | 9 | 91%","51% | 86 | 9 | 91%","51% | 86 | 9 | 91%","51% | 86 | 9 | 91%"
"673","2015-05-08","7:35PM","9","match","Penrith","5","0","0","0","0","2","2","1","1","","","4","6","36","29","180","1505","90","785","36","232","6","47","9","70","22","193","12","95","163","1327","0","0","11","461","420","18","18","48","18","10","25 (613m) | 0 | 3","25 (613m) | 0 | 3","25 (613m) | 0 | 3","25 (613m) | 0 | 3","153 | 8 | 95 | 50","153 | 8 | 95 | 50","153 | 8 | 95 | 50","153 | 8 | 95 | 50","48% | 181 | 13 | 93%","48% | 181 | 13 | 93%","48% | 181 | 13 | 93%","48% | 181 | 13 | 93%"
"674","2015-05-08","7:35PM","9","1st_half","Penrith","2","0","0","0","0","1","1","0","0","","","2","6","18","16","88","714","46","397","18","120","1","4","4","26","11","95","7","51","80","642","0","0","5","229","224","10","12","21","7","2","16 (426m) | 0 | 0","16 (426m) | 0 | 0","16 (426m) | 0 | 0","16 (426m) | 0 | 0","78 | 4 | 51 | 23","78 | 4 | 51 | 23","78 | 4 | 51 | 23","78 | 4 | 51 | 23","47% | 94 | 3 | 97%","47% | 94 | 3 | 97%","47% | 94 | 3 | 97%","47% | 94 | 3 | 97%"
"675","2015-05-08","7:35PM","9","2nd_half","Penrith","3","0","0","0","0","1","1","1","1","","","2","6","18","13","92","791","44","388","18","112","5","43","5","44","11","98","5","44","83","685","0","0","6","232","196","8","6","27","11","8","9 (187m) | 0 | 3","9 (187m) | 0 | 3","9 (187m) | 0 | 3","9 (187m) | 0 | 3","75 | 4 | 44 | 27","75 | 4 | 44 | 27","75 | 4 | 44 | 27","75 | 4 | 44 | 27","49% | 87 | 10 | 90%","49% | 87 | 10 | 90%","49% | 87 | 10 | 90%","49% | 87 | 10 | 90%"
"676","2015-05-08","7:35PM","9","match","Sydney Roosters","36","6","6","5","6","1","1","0","0","","","5","4","37","27","172","1704","72","671","58","582","7","64","11","95","3","22","10","121","151","1434","6","5","31","414","325","14","10","19","14","11","22 (478m) | 0 | 2","22 (478m) | 0 | 2","22 (478m) | 0 | 2","22 (478m) | 0 | 2","138 | 52 | 54 | 32","138 | 52 | 54 | 32","138 | 52 | 54 | 32","138 | 52 | 54 | 32","52% | 164 | 33 | 83%","52% | 164 | 33 | 83%","52% | 164 | 33 | 83%","52% | 164 | 33 | 83%"
"677","2015-05-08","7:35PM","9","1st_half","Sydney Roosters","22","4","5","3","4","0","0","0","0","","","3","3","18","14","79","798","35","346","20","223","3","29","8","71","2","13","4","26","68","682","2","2","10","192","149","4","3","4","4","5","10 (236m) | 0 | 2","10 (236m) | 0 | 2","10 (236m) | 0 | 2","10 (236m) | 0 | 2","66 | 20 | 27 | 19","66 | 20 | 27 | 19","66 | 20 | 27 | 19","66 | 20 | 27 | 19","54% | 80 | 17 | 82%","54% | 80 | 17 | 82%","54% | 80 | 17 | 82%","54% | 80 | 17 | 82%"
"678","2015-05-08","7:35PM","9","2nd_half","Sydney Roosters","14","2","1","2","2","1","1","0","0","","","2","1","19","13","93","906","37","325","38","359","4","35","3","24","1","9","6","95","83","752","4","3","21","222","176","10","7","15","10","6","12 (242m) | 0 | 0","12 (242m) | 0 | 0","12 (242m) | 0 | 0","12 (242m) | 0 | 0","72 | 32 | 27 | 13","72 | 32 | 27 | 13","72 | 32 | 27 | 13","72 | 32 | 27 | 13","51% | 84 | 16 | 84%","51% | 84 | 16 | 84%","51% | 84 | 16 | 84%","51% | 84 | 16 | 84%"
"679","2015-05-08","7:35PM","9","match","Wests Tigers","4","1","1","0","1","0","0","0","0","","","5","6","33","24","144","1275","75","658","30","287","9","100","15","122","1","10","10","51","130","1177","2","2","19","334","345","17","27","31","5","8","18 (448m) | 0 | 3","18 (448m) | 0 | 3","18 (448m) | 0 | 3","18 (448m) | 0 | 3","126 | 34 | 70 | 22","126 | 34 | 70 | 22","126 | 34 | 70 | 22","126 | 34 | 70 | 22","48% | 150 | 28 | 84%","48% | 150 | 28 | 84%","48% | 150 | 28 | 84%","48% | 150 | 28 | 84%"
"680","2015-05-08","7:35PM","9","1st_half","Wests Tigers","0","0","0","0","0","0","0","0","0","","","4","6","17","11","63","564","36","333","6","50","2","24","11","95","0","0","6","35","55","502","0","0","4","150","169","1","10","10","1","5","7 (156m) | 0 | 2","7 (156m) | 0 | 2","7 (156m) | 0 | 2","7 (156m) | 0 | 2","57 | 13 | 29 | 15","57 | 13 | 29 | 15","57 | 13 | 29 | 15","57 | 13 | 29 | 15","46% | 68 | 22 | 76%","46% | 68 | 22 | 76%","46% | 68 | 22 | 76%","46% | 68 | 22 | 76%"
"681","2015-05-08","7:35PM","9","2nd_half","Wests Tigers","4","1","1","0","1","0","0","0","0","","","1","6","16","13","81","711","39","325","24","237","7","76","4","27","1","10","4","16","75","675","2","2","15","184","176","16","17","21","4","3","11 (292m) | 0 | 1","11 (292m) | 0 | 1","11 (292m) | 0 | 1","11 (292m) | 0 | 1","69 | 21 | 41 | 7","69 | 21 | 41 | 7","69 | 21 | 41 | 7","69 | 21 | 41 | 7","49% | 82 | 6 | 93%","49% | 82 | 6 | 93%","49% | 82 | 6 | 93%","49% | 82 | 6 | 93%"
"682","2015-05-09","3:00PM","9","match","Canberra","56","10","7","8","10","0","0","0","0","","","5","3","34","29","164","1642","65","599","35","465","16","146","22","209","5","41","10","45","143","1460","10","6","33","343","264","5","15","20","14","8","14 (426m) | 0 | 0","14 (426m) | 0 | 0","14 (426m) | 0 | 0","14 (426m) | 0 | 0","128 | 39 | 59 | 30","128 | 39 | 59 | 30","128 | 39 | 59 | 30","128 | 39 | 59 | 30","56% | 151 | 14 | 92%","56% | 151 | 14 | 92%","56% | 151 | 14 | 92%","56% | 151 | 14 | 92%"
"683","2015-05-09","3:00PM","9","1st_half","Canberra","24","4","3","4","4","0","0","0","0","","","2","2","18","15","85","795","36","309","20","233","4","36","11","99","3","30","6","30","74","707","5","4","10","179","149","4","11","7","9","4","8 (266m) | 0 | 0","8 (266m) | 0 | 0","8 (266m) | 0 | 0","8 (266m) | 0 | 0","66 | 18 | 33 | 15","66 | 18 | 33 | 15","66 | 18 | 33 | 15","66 | 18 | 33 | 15","53% | 80 | 6 | 93%","53% | 80 | 6 | 93%","53% | 80 | 6 | 93%","53% | 80 | 6 | 93%"
"684","2015-05-09","3:00PM","9","2nd_half","Canberra","32","6","4","4","6","0","0","0","0","","","3","1","16","14","79","847","29","290","15","232","12","110","11","110","2","11","4","15","69","753","5","2","23","164","115","1","4","13","5","4","6 (160m) | 0 | 0","6 (160m) | 0 | 0","6 (160m) | 0 | 0","6 (160m) | 0 | 0","62 | 21 | 26 | 15","62 | 21 | 26 | 15","62 | 21 | 26 | 15","62 | 21 | 26 | 15","59% | 71 | 8 | 90%","59% | 71 | 8 | 90%","59% | 71 | 8 | 90%","59% | 71 | 8 | 90%"
"685","2015-05-09","3:00PM","9","match","Gold Coast","16","3","3","2","3","0","0","0","0","","","5","8","30","22","122","1118","49","422","30","241","10","131","15","140","5","42","10","104","109","976","4","2","20","317","329","4","26","33","9","7","17 (405m) | 0 | 1","17 (405m) | 0 | 1","17 (405m) | 0 | 1","17 (405m) | 0 | 1","102 | 32 | 45 | 25","102 | 32 | 45 | 25","102 | 32 | 45 | 25","102 | 32 | 45 | 25","44% | 128 | 20 | 86%","44% | 128 | 20 | 86%","44% | 128 | 20 | 86%","44% | 128 | 20 | 86%"
"686","2015-05-09","3:00PM","9","1st_half","Gold Coast","10","2","2","1","2","0","0","0","0","","","4","8","16","13","73","660","26","229","19","168","6","64","11","113","4","32","6","42","66","606","2","1","7","181","175","1","16","10","5","5","9 (195m) | 0 | 0","9 (195m) | 0 | 0","9 (195m) | 0 | 0","9 (195m) | 0 | 0","59 | 16 | 26 | 17","59 | 16 | 26 | 17","59 | 16 | 26 | 17","59 | 16 | 26 | 17","47% | 72 | 8 | 90%","47% | 72 | 8 | 90%","47% | 72 | 8 | 90%","47% | 72 | 8 | 90%"
"687","2015-05-09","3:00PM","9","2nd_half","Gold Coast","6","1","1","1","1","0","0","0","0","","","1","8","14","9","49","458","23","193","11","73","4","67","4","27","1","10","4","62","43","370","2","1","13","136","154","3","10","23","4","2","8 (210m) | 0 | 1","8 (210m) | 0 | 1","8 (210m) | 0 | 1","8 (210m) | 0 | 1","43 | 16 | 19 | 8","43 | 16 | 19 | 8","43 | 16 | 19 | 8","43 | 16 | 19 | 8","41% | 56 | 12 | 82%","41% | 56 | 12 | 82%","41% | 56 | 12 | 82%","41% | 56 | 12 | 82%"
"688","2015-05-09","5:30PM","9","match","Cronulla","16","2","1","2","2","2","2","0","0","","","11","4","37","30","144","1209","76","609","45","410","4","25","5","39","1","2","8","62","131","1085","1","0","22","352","298","25","19","29","5","8","17 (456m) | 0 | 0","17 (456m) | 0 | 0","17 (456m) | 0 | 0","17 (456m) | 0 | 0","122 | 31 | 84 | 7","122 | 31 | 84 | 7","122 | 31 | 84 | 7","122 | 31 | 84 | 7","49% | 154 | 20 | 89%","49% | 154 | 20 | 89%","49% | 154 | 20 | 89%","49% | 154 | 20 | 89%"
"689","2015-05-09","5:30PM","9","1st_half","Cronulla","8","1","1","1","1","1","1","0","0","","","8","1","22","18","76","620","43","318","19","190","3","16","2","12","0","0","6","49","67","536","0","0","11","174","161","14","15","9","4","4","8 (272m) | 0 | 0","8 (272m) | 0 | 0","8 (272m) | 0 | 0","8 (272m) | 0 | 0","62 | 19 | 41 | 2","62 | 19 | 41 | 2","62 | 19 | 41 | 2","62 | 19 | 41 | 2","48% | 82 | 16 | 84%","48% | 82 | 16 | 84%","48% | 82 | 16 | 84%","48% | 82 | 16 | 84%"
"690","2015-05-09","5:30PM","9","2nd_half","Cronulla","8","1","0","1","1","1","1","0","0","","","3","3","15","12","68","589","33","291","26","220","1","9","3","27","1","2","2","13","64","549","1","0","11","178","137","11","4","20","1","4","9 (184m) | 0 | 0","9 (184m) | 0 | 0","9 (184m) | 0 | 0","9 (184m) | 0 | 0","60 | 12 | 43 | 5","60 | 12 | 43 | 5","60 | 12 | 43 | 5","60 | 12 | 43 | 5","51% | 72 | 4 | 95%","51% | 72 | 4 | 95%","51% | 72 | 4 | 95%","51% | 72 | 4 | 95%"
"691","2015-05-09","5:30PM","9","match","Warriors","20","4","3","1","4","1","1","0","0","","","10","6","38","27","151","1308","79","694","40","347","8","56","11","85","2","16","7","51","140","1198","5","3","29","377","311","15","10","22","13","12","16 (378m) | 0 | 2","16 (378m) | 0 | 2","16 (378m) | 0 | 2","16 (378m) | 0 | 2","125 | 18 | 80 | 27","125 | 18 | 80 | 27","125 | 18 | 80 | 27","125 | 18 | 80 | 27","51% | 151 | 35 | 81%","51% | 151 | 35 | 81%","51% | 151 | 35 | 81%","51% | 151 | 35 | 81%"
"692","2015-05-09","5:30PM","9","1st_half","Warriors","8","2","2","0","2","0","0","0","0","","","4","6","17","14","82","666","45","377","23","176","5","35","4","18","0","0","3","27","77","606","2","2","9","207","166","8","8","11","9","5","10 (264m) | 0 | 1","10 (264m) | 0 | 1","10 (264m) | 0 | 1","10 (264m) | 0 | 1","68 | 14 | 38 | 16","68 | 14 | 38 | 16","68 | 14 | 38 | 16","68 | 14 | 38 | 16","52% | 81 | 3 | 96%","52% | 81 | 3 | 96%","52% | 81 | 3 | 96%","52% | 81 | 3 | 96%"
"693","2015-05-09","5:30PM","9","2nd_half","Warriors","12","2","1","1","2","1","1","0","0","","","6","6","21","13","69","642","34","317","17","171","3","21","7","67","2","16","4","24","63","592","3","1","20","170","145","7","2","11","4","7","6 (114m) | 0 | 1","6 (114m) | 0 | 1","6 (114m) | 0 | 1","6 (114m) | 0 | 1","57 | 4 | 42 | 11","57 | 4 | 42 | 11","57 | 4 | 42 | 11","57 | 4 | 42 | 11","49% | 70 | 32 | 69%","49% | 70 | 32 | 69%","49% | 70 | 32 | 69%","49% | 70 | 32 | 69%"
"694","2015-05-09","7:30PM","9","match","North Queensland","23","4","2","3","4","0","0","1","1","","","4","5","39","31","182","1749","74","663","33","287","3","31","26","299","22","221","18","178","158","1501","4","2","23","488","352","19","7","15","7","9","23 (550m) | 0 | 1","23 (550m) | 0 | 1","23 (550m) | 0 | 1","23 (550m) | 0 | 1","163 | 25 | 116 | 22","163 | 25 | 116 | 22","163 | 25 | 116 | 22","163 | 25 | 116 | 22","53% | 190 | 24 | 89%","53% | 190 | 24 | 89%","53% | 190 | 24 | 89%","53% | 190 | 24 | 89%"
"695","2015-05-09","7:30PM","9","1st_half","North Queensland","12","2","1","2","2","0","0","0","0","","","3","0","22","18","107","1049","39","383","25","231","1","7","13","119","14","133","10","112","92","873","2","1","15","278","190","12","5","9","6","3","13 (342m) | 0 | 1","13 (342m) | 0 | 1","13 (342m) | 0 | 1","13 (342m) | 0 | 1","93 | 12 | 71 | 10","93 | 12 | 71 | 10","93 | 12 | 71 | 10","93 | 12 | 71 | 10","54% | 108 | 10 | 92%","54% | 108 | 10 | 92%","54% | 108 | 10 | 92%","54% | 108 | 10 | 92%"
"696","2015-05-09","7:30PM","9","2nd_half","North Queensland","11","2","1","1","2","0","0","1","1","","","1","5","17","13","75","700","35","280","8","56","2","24","13","180","8","88","8","66","66","628","2","1","8","210","162","7","2","6","1","6","10 (208m) | 0 | 0","10 (208m) | 0 | 0","10 (208m) | 0 | 0","10 (208m) | 0 | 0","70 | 13 | 45 | 12","70 | 13 | 45 | 12","70 | 13 | 45 | 12","70 | 13 | 45 | 12","53% | 82 | 14 | 85%","53% | 82 | 14 | 85%","53% | 82 | 14 | 85%","53% | 82 | 14 | 85%"
"697","2015-05-09","7:30PM","9","match","Canterbury-Bankstown","16","3","1","2","3","0","0","0","0","","","2","5","37","26","158","1334","80","619","24","259","7","42","21","189","9","56","12","105","141","1165","3","1","15","402","383","17","13","23","6","12","22 (657m) | 0 | 2","22 (657m) | 0 | 2","22 (657m) | 0 | 2","22 (657m) | 0 | 2","143 | 22 | 105 | 16","143 | 22 | 105 | 16","143 | 22 | 105 | 16","143 | 22 | 105 | 16","47% | 171 | 38 | 82%","47% | 171 | 38 | 82%","47% | 171 | 38 | 82%","47% | 171 | 38 | 82%"
"698","2015-05-09","7:30PM","9","1st_half","Canterbury-Bankstown","0","0","0","0","0","0","0","0","0","","","2","5","19","14","86","674","43","324","12","90","3","15","17","153","5","32","5","45","80","614","1","0","9","224","217","12","11","15","4","4","13 (360m) | 0 | 2","13 (360m) | 0 | 2","13 (360m) | 0 | 2","13 (360m) | 0 | 2","80 | 11 | 56 | 13","80 | 11 | 56 | 13","80 | 11 | 56 | 13","80 | 11 | 56 | 13","46% | 96 | 12 | 89%","46% | 96 | 12 | 89%","46% | 96 | 12 | 89%","46% | 96 | 12 | 89%"
"699","2015-05-09","7:30PM","9","2nd_half","Canterbury-Bankstown","16","3","1","2","3","0","0","0","0","","","0","5","18","12","72","660","37","295","12","169","4","27","4","36","4","24","7","60","61","551","2","1","6","178","166","5","2","8","2","8","9 (297m) | 0 | 0","9 (297m) | 0 | 0","9 (297m) | 0 | 0","9 (297m) | 0 | 0","63 | 11 | 49 | 3","63 | 11 | 49 | 3","63 | 11 | 49 | 3","63 | 11 | 49 | 3","47% | 75 | 26 | 74%","47% | 75 | 26 | 74%","47% | 75 | 26 | 74%","47% | 75 | 26 | 74%"
"700","2015-05-10","2:00PM","9","match","Manly","30","5","5","5","5","0","0","0","1","","","3","6","37","31","165","1306","97","775","29","252","9","41","11","99","2","18","9","50","148","1185","6","6","19","420","305","23","21","45","8","7","22 (772m) | 1 | 1","22 (772m) | 1 | 1","22 (772m) | 1 | 1","22 (772m) | 1 | 1","148 | 10 | 100 | 38","148 | 10 | 100 | 38","148 | 10 | 100 | 38","148 | 10 | 100 | 38","51% | 175 | 21 | 89%","51% | 175 | 21 | 89%","51% | 175 | 21 | 89%","51% | 175 | 21 | 89%"
"701","2015-05-10","2:00PM","9","1st_half","Manly","18","3","3","3","3","0","0","0","1","","","2","3","21","19","93","789","56","454","15","179","6","29","6","52","1","9","4","16","84","723","4","4","13","247","152","13","8","17","4","2","13 (357m) | 0 | 0","13 (357m) | 0 | 0","13 (357m) | 0 | 0","13 (357m) | 0 | 0","86 | 6 | 61 | 19","86 | 6 | 61 | 19","86 | 6 | 61 | 19","86 | 6 | 61 | 19","55% | 99 | 8 | 93%","55% | 99 | 8 | 93%","55% | 99 | 8 | 93%","55% | 99 | 8 | 93%"
"702","2015-05-10","2:00PM","9","2nd_half","Manly","12","2","2","2","2","0","0","0","0","","","1","3","16","12","72","517","41","321","14","73","3","12","5","47","1","9","5","34","64","462","2","2","6","173","153","10","13","28","4","5","9 (415m) | 1 | 1","9 (415m) | 1 | 1","9 (415m) | 1 | 1","9 (415m) | 1 | 1","62 | 4 | 39 | 19","62 | 4 | 39 | 19","62 | 4 | 39 | 19","62 | 4 | 39 | 19","47% | 76 | 13 | 85%","47% | 76 | 13 | 85%","47% | 76 | 13 | 85%","47% | 76 | 13 | 85%"
